KRE_016014;10
KRE_016003;10
KRE_016031;10
KRE_016008;10
KRE_016039;10
KRE_016051;10
KRE_001039;10
KRE_001051;10
KRE_001008;10
KRE_001029;10
KRE_001001;10
KRE_001014;10
KRE_018029;10
KRE_018053;10
KRE_018003;10
KRE_018038;10
KRE_018008;10
KRE_018035;10
KRE_018025;10
KRE_007011;10
KRE_007051;10
KRE_007029;10
KRE_007030;10
KRE_008011;10
KRE_008051;10
KRE_008029;10
KRE_008030;10
KRE_005001;10
KRE_005017;10
KRE_005028;10
KRE_005009;10
KRE_005038;10
KRE_005052;10
KRE_019009;10
KRE_019002;10
KRE_019032;10
KRE_019014;10
KRE_019051;10
KRE_019039;10
DIV_004001027;10
DIV_004001033;10
DIV_004001038;10
DIV_004001003;10
DIV_004002037;10
DIV_004002032;10
DIV_004002027;10
DIV_004002024;10
DIV_004002051;10
DIV_004039037;10
DIV_004034032;10
DIV_004029027;10
DIV_004026024;10
DIV_004053051;10
DIV_006001021;10
DIV_006001038;10
DIV_006001051;10
DIV_006001032;10
DIV_006001027;10
DIV_006001024;10
DIV_006001005;10
DIV_001003036;10
DIV_001003001;10
DIV_001003049;10
DIV_001003021;10
DIV_001003027;10
DIV_001003033;10
DIV_002003004;10
DIV_002003036;10
DIV_002003051;10
DIV_002003017;10
DIV_002003029;10
DIV_002003032;10
DIV_003001038;10
DIV_003001001;10
DIV_003001051;10
DIV_003001017;10
DIV_003001027;10
DIV_003001032;10
DIV_005001049;10
DIV_005001038;10
DIV_005001033;10
DIV_005001003;10
DIV_005001027;10
DIV_005001024;10
DIV_028009;10
DIV_028002;10
DIV_028032;10
DIV_028014;10
DIV_028051;10
DIV_037039;10
DIV_027009;10
DIV_027002;10
DIV_027032;10
DIV_027014;10
DIV_027051;10
DIV_027039;10
DIV_023013;10
DIV_023012;10
DIV_023039;10
DIV_023051;10
DIV_023001;10
DIV_023035;10
DIV_024013;10
DIV_024012;10
DIV_024039;10
DIV_024001;10
DIV_024051;10
DIV_024035;10
DIV_004001021;10
DIV_004001050;10
DIV_004001051;10
DIV_004002016;10
DIV_004002011;10
DIV_004002014;10
DIV_004002005;10
DIV_004002016;10
DIV_004002011;10
DIV_004002014;10
DIV_004002005;10
DIV_005038;10
DIV_005053;10
DIV_005010;10
DIV_005034;10
DIV_005003;10
DIV_005020;10
DIV_006038;10
DIV_006053;10
DIV_006010;10
DIV_006034;10
DIV_006003;10
DIV_006020;10
DIV_008039;10
DIV_008051;10
DIV_008008;10
DIV_008029;10
DIV_008002;10
DIV_008014;10
DIV_009039;10
DIV_009051;10
DIV_009008;10
DIV_009029;10
DIV_009002;10
DIV_009014;10
DIV_045038;10
DIV_045014;10
DIV_045008;10
DIV_045052;10
DIV_045004;10
DIV_045033;10
DIV_010038;10
DIV_010014;10
DIV_010008;10
DIV_010052;10
DIV_010004;10
DIV_010033;10
DIV_012051;10
DIV_012034;10
DIV_012019;10
DIV_012001;10
DIV_012012;10
DIV_012039;10
DIV_012005;10
DIV_013051;10
DIV_013034;10
DIV_013019;10
DIV_013001;10
DIV_013012;10
DIV_013039;10
DIV_013005;10
DIV_046015;10
DIV_046003;10
DIV_046035;10
DIV_046008;10
DIV_046039;10
DIV_015015;10
DIV_015003;10
DIV_015035;10
DIV_015008;10
DIV_015039;10
DIV_047053;10
DIV_047038;10
DIV_047008;10
DIV_047034;10
DIV_047004;10
DIV_047020;10
DIV_022053;10
DIV_022038;10
DIV_022008;10
DIV_022034;10
DIV_022004;10
DIV_022020;10
